total_tasks,total_workers,proportion_hard_tasks,proportion_train_tasks,workers_per_task,total_keys,alpha,accuracy
100,70,0.2,0.6,9,7,9,0.9856
100,70,0.2,0.8,3,3,3,0.9567
100,70,0.2,0.8,3,3,6,0.96
100,70,0.2,0.8,3,3,9,0.9633
100,70,0.2,0.8,3,5,3,0.9233
100,70,0.2,0.8,3,5,6,0.97
100,70,0.2,0.8,3,5,9,0.9867
100,70,0.2,0.8,3,7,3,0.97
100,70,0.2,0.8,3,7,6,0.96
100,70,0.2,0.8,3,7,9,0.98
100,70,0.2,0.8,5,3,3,0.916
100,70,0.2,0.8,5,3,6,0.952
100,70,0.2,0.8,5,3,9,0.972
100,70,0.2,0.8,5,5,3,0.922
100,70,0.2,0.8,5,5,6,0.952
100,70,0.2,0.8,5,5,9,0.978
100,70,0.2,0.8,5,7,3,0.956
100,70,0.2,0.8,5,7,6,0.974
100,70,0.2,0.8,5,7,9,0.972
100,70,0.2,0.8,7,3,3,0.93
100,70,0.2,0.8,7,3,6,0.9629
100,70,0.2,0.8,7,3,9,0.9786
100,70,0.2,0.8,7,5,3,0.9471
100,70,0.2,0.8,7,5,6,0.9543
100,70,0.2,0.8,7,5,9,0.9843
100,70,0.2,0.8,7,7,3,0.9057
100,70,0.2,0.8,7,7,6,0.9657
100,70,0.2,0.8,7,7,9,0.98
100,70,0.2,0.8,9,3,3,0.0
100,70,0.2,0.8,9,3,6,0.9522
100,70,0.2,0.8,9,3,9,0.9756
100,70,0.2,0.8,9,5,3,0.9144
100,70,0.2,0.8,9,5,6,0.9667
100,70,0.2,0.8,9,5,9,0.9778
100,70,0.2,0.8,9,7,3,0.9522
100,70,0.2,0.8,9,7,6,0.9744
100,70,0.2,0.8,9,7,9,0.99
100,70,0.4,0.2,3,3,3,0.9133
100,70,0.4,0.2,3,3,6,0.9267
100,70,0.4,0.2,3,3,9,0.9633
100,70,0.4,0.2,3,5,3,0.96
100,70,0.4,0.2,3,5,6,0.96
100,70,0.4,0.2,3,5,9,0.9633
100,70,0.4,0.2,3,7,3,0.9633
100,70,0.4,0.2,3,7,6,0.9833
100,70,0.4,0.2,3,7,9,0.9967
100,70,0.4,0.2,5,3,3,0.948
100,70,0.4,0.2,5,3,6,0.964
100,70,0.4,0.2,5,3,9,0.962
100,70,0.4,0.2,5,5,3,0.952
100,70,0.4,0.2,5,5,6,0.952
100,70,0.4,0.2,5,5,9,0.976
100,70,0.4,0.2,5,7,3,0.964
100,70,0.4,0.2,5,7,6,0.976
100,70,0.4,0.2,5,7,9,0.97
100,70,0.4,0.2,7,3,3,0.93
100,70,0.4,0.2,7,3,6,0.9757
100,70,0.4,0.2,7,3,9,0.9757
100,70,0.4,0.2,7,5,3,0.9429
100,70,0.4,0.2,7,5,6,0.9686
100,70,0.4,0.2,7,5,9,0.9757
100,70,0.4,0.2,7,7,3,0.96
100,70,0.4,0.2,7,7,6,0.9814
100,70,0.4,0.2,7,7,9,0.9786
100,70,0.4,0.2,9,3,3,0.9311
100,70,0.4,0.2,9,3,6,0.9467
100,70,0.4,0.2,9,3,9,0.9789
100,70,0.4,0.2,9,5,3,0.9556
100,70,0.4,0.2,9,5,6,0.9611
100,70,0.4,0.2,9,5,9,0.9822
100,70,0.4,0.2,9,7,3,0.9489
100,70,0.4,0.2,9,7,6,0.9678
100,70,0.4,0.2,9,7,9,0.9811
100,70,0.4,0.4,3,3,3,0.9333
100,70,0.4,0.4,3,3,6,0.9667
100,70,0.4,0.4,3,3,9,0.9867
100,70,0.4,0.4,3,5,3,0.9467
100,70,0.4,0.4,3,5,6,0.9533
100,70,0.4,0.4,3,5,9,0.9767
100,70,0.4,0.4,3,7,3,0.94
100,70,0.4,0.4,3,7,6,0.95
100,70,0.4,0.4,3,7,9,0.9733
100,70,0.4,0.4,5,3,3,0.93
100,70,0.4,0.4,5,3,6,0.962
100,70,0.4,0.4,5,3,9,0.946
100,70,0.4,0.4,5,5,3,0.896
100,70,0.4,0.4,5,5,6,0.954
100,70,0.4,0.4,5,5,9,0.978
100,70,0.4,0.4,5,7,3,0.942
100,70,0.4,0.4,5,7,6,0.958
100,70,0.4,0.4,5,7,9,0.968
100,70,0.4,0.4,7,3,3,0.9486
100,70,0.4,0.4,7,3,6,0.96
100,70,0.4,0.4,7,3,9,0.9771
100,70,0.4,0.4,7,5,3,0.9243
100,70,0.4,0.4,7,5,6,0.9629
100,70,0.4,0.4,7,5,9,0.9843
100,70,0.4,0.4,7,7,3,0.9414
100,70,0.4,0.4,7,7,6,0.97
100,70,0.4,0.4,7,7,9,0.9843
100,70,0.4,0.4,9,3,3,0.94
100,70,0.4,0.4,9,3,6,0.9667
100,70,0.4,0.4,9,3,9,0.9656
100,70,0.4,0.4,9,5,3,0.9322
100,70,0.4,0.4,9,5,6,0.9544
100,70,0.4,0.4,9,5,9,0.9711
100,70,0.4,0.4,9,7,3,0.9378
100,70,0.4,0.4,9,7,6,0.98
100,70,0.4,0.4,9,7,9,0.98
100,70,0.4,0.6,3,3,3,0.9467
100,70,0.4,0.6,3,3,6,0.9567
100,70,0.4,0.6,3,3,9,0.97
100,70,0.4,0.6,3,5,3,0.93
100,70,0.4,0.6,3,5,6,0.9667
100,70,0.4,0.6,3,5,9,0.9967
100,70,0.4,0.6,3,7,3,0.9367
100,70,0.4,0.6,3,7,6,0.98
100,70,0.4,0.6,3,7,9,0.9767
100,70,0.4,0.6,5,3,3,0.892
100,70,0.4,0.6,5,3,6,0.934
100,70,0.4,0.6,5,3,9,0.954
100,70,0.4,0.6,5,5,3,0.976
100,70,0.4,0.6,5,5,6,0.976
100,70,0.4,0.6,5,5,9,0.972
100,70,0.4,0.6,5,7,3,0.936
100,70,0.4,0.6,5,7,6,0.96
100,70,0.4,0.6,5,7,9,0.988
100,70,0.4,0.6,7,3,3,0.9186
100,70,0.4,0.6,7,3,6,0.9486
100,70,0.4,0.6,7,3,9,0.9757
100,70,0.4,0.6,7,5,3,0.9171
100,70,0.4,0.6,7,5,6,0.9614
100,70,0.4,0.6,7,5,9,0.98
100,70,0.4,0.6,7,7,3,0.9514
100,70,0.4,0.6,7,7,6,0.97
100,70,0.4,0.6,7,7,9,0.9871
100,70,0.4,0.6,9,3,3,0.93
100,70,0.4,0.6,9,3,6,0.9644
100,70,0.4,0.6,9,3,9,0.9567
100,70,0.4,0.6,9,5,3,0.9411
100,70,0.4,0.6,9,5,6,0.9689
100,70,0.4,0.6,9,5,9,0.9756
100,70,0.4,0.6,9,7,3,0.9456
100,70,0.4,0.6,9,7,6,0.9833
100,70,0.4,0.6,9,7,9,0.98
100,70,0.4,0.8,3,3,3,0.8833
100,70,0.4,0.8,3,3,6,0.9433
100,70,0.4,0.8,3,3,9,0.9633
100,70,0.4,0.8,3,5,3,0.94
100,70,0.4,0.8,3,5,6,0.9533
100,70,0.4,0.8,3,5,9,0.97
100,70,0.4,0.8,3,7,3,0.9267
100,70,0.4,0.8,3,7,6,0.98
100,70,0.4,0.8,3,7,9,0.9767
100,70,0.4,0.8,5,3,3,0.916
100,70,0.4,0.8,5,3,6,0.946
100,70,0.4,0.8,5,3,9,0.97
100,70,0.4,0.8,5,5,3,0.936
100,70,0.4,0.8,5,5,6,0.974
100,70,0.4,0.8,5,5,9,0.97
100,70,0.4,0.8,5,7,3,0.946
100,70,0.4,0.8,5,7,6,0.968
100,70,0.4,0.8,5,7,9,0.984
100,70,0.4,0.8,7,3,3,0.8957
100,70,0.4,0.8,7,3,6,0.9543
100,70,0.4,0.8,7,3,9,0.97
100,70,0.4,0.8,7,5,3,0.9329
100,70,0.4,0.8,7,5,6,0.9757
100,70,0.4,0.8,7,5,9,0.9743
100,70,0.4,0.8,7,7,3,0.9343
100,70,0.4,0.8,7,7,6,0.98
100,70,0.4,0.8,7,7,9,0.9771
100,70,0.4,0.8,9,3,3,0.9111
100,70,0.4,0.8,9,3,6,0.9644
100,70,0.4,0.8,9,3,9,0.9633
100,70,0.4,0.8,9,5,3,0.9322
100,70,0.4,0.8,9,5,6,0.9544
100,70,0.4,0.8,9,5,9,0.9789
100,70,0.4,0.8,9,7,3,0.9322
100,70,0.4,0.8,9,7,6,0.9789
100,70,0.4,0.8,9,7,9,0.9767
100,70,0.6,0.2,3,3,3,0.9433
100,70,0.6,0.2,3,3,6,0.95
100,70,0.6,0.2,3,3,9,0.9733
100,70,0.6,0.2,3,5,3,0.9433
100,70,0.6,0.2,3,5,6,0.9733
100,70,0.6,0.2,3,5,9,0.9733
100,70,0.6,0.2,3,7,3,0.9167
100,70,0.6,0.2,3,7,6,0.9733
100,70,0.6,0.2,3,7,9,0.99
100,70,0.6,0.2,5,3,3,0.9
100,70,0.6,0.2,5,3,6,0.96
100,70,0.6,0.2,5,3,9,0.974
100,70,0.6,0.2,5,5,3,0.938
100,70,0.6,0.2,5,5,6,0.978
100,70,0.6,0.2,5,5,9,0.958
100,70,0.6,0.2,5,7,3,0.944
100,70,0.6,0.2,5,7,6,0.986
100,70,0.6,0.2,5,7,9,0.982
100,70,0.6,0.2,7,3,3,0.8957
100,70,0.6,0.2,7,3,6,0.9771
100,70,0.6,0.2,7,3,9,0.9729
100,70,0.6,0.2,7,5,3,0.9657
100,70,0.6,0.2,7,5,6,0.98
100,70,0.6,0.2,7,5,9,0.9614
100,70,0.6,0.2,7,7,3,0.9543
100,70,0.6,0.2,7,7,6,0.9757
100,70,0.6,0.2,7,7,9,0.9871
100,70,0.6,0.2,9,3,3,0.9456
100,70,0.6,0.2,9,3,6,0.9556
100,70,0.6,0.2,9,3,9,0.98
100,70,0.6,0.2,9,5,3,0.9089
100,70,0.6,0.2,9,5,6,0.9689
100,70,0.6,0.2,9,5,9,0.9689
100,70,0.6,0.2,9,7,3,0.9411
100,70,0.6,0.2,9,7,6,0.9744
100,70,0.6,0.2,9,7,9,0.97
100,70,0.6,0.4,3,3,3,0.9467
100,70,0.6,0.4,3,3,6,0.97
100,70,0.6,0.4,3,3,9,0.9833
100,70,0.6,0.4,3,5,3,0.95
100,70,0.6,0.4,3,5,6,0.9833
100,70,0.6,0.4,3,5,9,0.9767
100,70,0.6,0.4,3,7,3,0.9367
100,70,0.6,0.4,3,7,6,0.9667
100,70,0.6,0.4,3,7,9,0.9867
100,70,0.6,0.4,5,3,3,0.912
100,70,0.6,0.4,5,3,6,0.946
100,70,0.6,0.4,5,3,9,0.966
100,70,0.6,0.4,5,5,3,0.938
100,70,0.6,0.4,5,5,6,0.962
100,70,0.6,0.4,5,5,9,0.978
100,70,0.6,0.4,5,7,3,0.942
100,70,0.6,0.4,5,7,6,0.968
100,70,0.6,0.4,5,7,9,0.988
100,70,0.6,0.4,7,3,3,0.9143
100,70,0.6,0.4,7,3,6,0.9371
100,70,0.6,0.4,7,3,9,0.9686
100,70,0.6,0.4,7,5,3,0.9071
100,70,0.6,0.4,7,5,6,0.9586
100,70,0.6,0.4,7,5,9,0.9771
100,70,0.6,0.4,7,7,3,0.95
100,70,0.6,0.4,7,7,6,0.97
100,70,0.6,0.4,7,7,9,0.9686
100,70,0.6,0.4,9,3,3,0.9222
100,70,0.6,0.4,9,3,6,0.9522
100,70,0.6,0.4,9,3,9,0.9656
100,70,0.6,0.4,9,5,3,0.94
100,70,0.6,0.4,9,5,6,0.9667
100,70,0.6,0.4,9,5,9,0.9622
100,70,0.6,0.4,9,7,3,0.9456
100,70,0.6,0.4,9,7,6,0.9811
100,70,0.6,0.4,9,7,9,0.9744
100,70,0.6,0.6,3,3,3,0.9033
100,70,0.6,0.6,3,3,6,0.94
100,70,0.6,0.6,3,3,9,0.9633
100,70,0.6,0.6,3,5,3,0.9067
100,70,0.6,0.6,3,5,6,0.96
100,70,0.6,0.6,3,5,9,0.9767
100,70,0.6,0.6,3,7,3,0.9467
100,70,0.6,0.6,3,7,6,0.9767
100,70,0.6,0.6,3,7,9,0.9833
100,70,0.6,0.6,5,3,3,0.918
100,70,0.6,0.6,5,3,6,0.958
100,70,0.6,0.6,5,3,9,0.978
100,70,0.6,0.6,5,5,3,0.932
100,70,0.6,0.6,5,5,6,0.95
100,70,0.6,0.6,5,5,9,0.976
100,70,0.6,0.6,5,7,3,0.962
100,70,0.6,0.6,5,7,6,0.964
100,70,0.6,0.6,5,7,9,0.98
100,70,0.6,0.6,7,3,3,0.9014
100,70,0.6,0.6,7,3,6,0.9529
100,70,0.6,0.6,7,3,9,0.9757
100,70,0.6,0.6,7,5,3,0.9386
100,70,0.6,0.6,7,5,6,0.9643
100,70,0.6,0.6,7,5,9,0.9686
100,70,0.6,0.6,7,7,3,0.9386
100,70,0.6,0.6,7,7,6,0.9786
100,70,0.6,0.6,7,7,9,0.9871
100,70,0.6,0.6,9,3,3,0.9144
100,70,0.6,0.6,9,3,6,0.9467
100,70,0.6,0.6,9,3,9,0.9656
100,70,0.6,0.6,9,5,3,0.9256
100,70,0.6,0.6,9,5,6,0.9544
100,70,0.6,0.6,9,5,9,0.9822
100,70,0.6,0.6,9,7,3,0.9389
100,70,0.6,0.6,9,7,6,0.9578
100,70,0.6,0.6,9,7,9,0.9889
100,70,0.6,0.8,3,3,3,0.9167
100,70,0.6,0.8,3,3,6,0.9433
100,70,0.6,0.8,3,3,9,0.9667
100,70,0.6,0.8,3,5,3,0.91
100,70,0.6,0.8,3,5,6,0.9567
100,70,0.6,0.8,3,5,9,0.9667
100,70,0.6,0.8,3,7,3,0.94
100,70,0.6,0.8,3,7,6,0.96
100,70,0.6,0.8,3,7,9,0.9867
100,70,0.6,0.8,5,3,3,0.91
100,70,0.6,0.8,5,3,6,0.946
100,70,0.6,0.8,5,3,9,0.974
100,70,0.6,0.8,5,5,3,0.92
100,70,0.6,0.8,5,5,6,0.964
100,70,0.6,0.8,5,5,9,0.97
100,70,0.6,0.8,5,7,3,0.944
100,70,0.6,0.8,5,7,6,0.978
100,70,0.6,0.8,5,7,9,0.984
100,70,0.6,0.8,7,3,3,0.8814
100,70,0.6,0.8,7,3,6,0.9629
100,70,0.6,0.8,7,3,9,0.9743
100,70,0.6,0.8,7,5,3,0.9343
100,70,0.6,0.8,7,5,6,0.97
100,70,0.6,0.8,7,5,9,0.9571
100,70,0.6,0.8,7,7,3,0.9314
100,70,0.6,0.8,7,7,6,0.98
100,70,0.6,0.8,7,7,9,0.9857
100,70,0.6,0.8,9,3,3,0.89
100,70,0.6,0.8,9,3,6,0.9467
100,70,0.6,0.8,9,3,9,0.9778
100,70,0.6,0.8,9,5,3,0.9044
100,70,0.6,0.8,9,5,6,0.9656
100,70,0.6,0.8,9,5,9,0.9811
100,70,0.6,0.8,9,7,3,0.9433
100,70,0.6,0.8,9,7,6,0.9756
100,70,0.6,0.8,9,7,9,0.9822
100,70,0.8,0.2,3,3,3,0.89
100,70,0.8,0.2,3,3,6,0.9767
100,70,0.8,0.2,3,3,9,0.96
100,70,0.8,0.2,3,5,3,0.9133
100,70,0.8,0.2,3,5,6,0.96
100,70,0.8,0.2,3,5,9,0.98
100,70,0.8,0.2,3,7,3,0.9567
100,70,0.8,0.2,3,7,6,0.9633
100,70,0.8,0.2,3,7,9,0.9967
100,70,0.8,0.2,5,3,3,0.918
100,70,0.8,0.2,5,3,6,0.93
100,70,0.8,0.2,5,3,9,0.946
100,70,0.8,0.2,5,5,3,0.91
100,70,0.8,0.2,5,5,6,0.966
100,70,0.8,0.2,5,5,9,0.972
100,70,0.8,0.2,5,7,3,0.94
100,70,0.8,0.2,5,7,6,0.958
100,70,0.8,0.2,5,7,9,0.974
100,70,0.8,0.2,7,3,3,0.9343
100,70,0.8,0.2,7,3,6,0.95
100,70,0.8,0.2,7,3,9,0.96
100,70,0.8,0.2,7,5,3,0.8886
100,70,0.8,0.2,7,5,6,0.9729
100,70,0.8,0.2,7,5,9,0.9686
100,70,0.8,0.2,7,7,3,0.9471
100,70,0.8,0.2,7,7,6,0.98
100,70,0.8,0.2,7,7,9,0.9743
100,70,0.8,0.2,9,3,3,0.9133
100,70,0.8,0.2,9,3,6,0.9633
100,70,0.8,0.2,9,3,9,0.96
100,70,0.8,0.2,9,5,3,0.9367
100,70,0.8,0.2,9,5,6,0.9411
100,70,0.8,0.2,9,5,9,0.9678
100,70,0.8,0.2,9,7,3,0.9411
100,70,0.8,0.2,9,7,6,0.9667
100,70,0.8,0.2,9,7,9,0.97
100,70,0.8,0.4,3,3,3,0.9233
100,70,0.8,0.4,3,3,6,0.94
100,70,0.8,0.4,3,3,9,0.9767
100,70,0.8,0.4,3,5,3,0.8733
100,70,0.8,0.4,3,5,6,0.9633
100,70,0.8,0.4,3,5,9,0.9767
100,70,0.8,0.4,3,7,3,0.9367
100,70,0.8,0.4,3,7,6,0.9633
100,70,0.8,0.4,3,7,9,0.9733
100,70,0.8,0.4,5,3,3,0.918
100,70,0.8,0.4,5,3,6,0.956
100,70,0.8,0.4,5,3,9,0.954
100,70,0.8,0.4,5,5,3,0.92
100,70,0.8,0.4,5,5,6,0.96
100,70,0.8,0.4,5,5,9,0.954
100,70,0.8,0.4,5,7,3,0.966
100,70,0.8,0.4,5,7,6,0.958
100,70,0.8,0.4,5,7,9,0.966
100,70,0.8,0.4,7,3,3,0.93
100,70,0.8,0.4,7,3,6,0.9643
100,70,0.8,0.4,7,3,9,0.9629
100,70,0.8,0.4,7,5,3,0.9329
100,70,0.8,0.4,7,5,6,0.97
100,70,0.8,0.4,7,5,9,0.9671
100,70,0.8,0.4,7,7,3,0.9314
100,70,0.8,0.4,7,7,6,0.9729
100,70,0.8,0.4,7,7,9,0.9771
100,70,0.8,0.4,9,3,3,0.9089
100,70,0.8,0.4,9,3,6,0.9456
100,70,0.8,0.4,9,3,9,0.98
100,70,0.8,0.4,9,5,3,0.9267
100,70,0.8,0.4,9,5,6,0.9511
100,70,0.8,0.4,9,5,9,0.9678
100,70,0.8,0.4,9,7,3,0.9556
100,70,0.8,0.4,9,7,6,0.9744
100,70,0.8,0.4,9,7,9,0.9789
100,70,0.8,0.6,3,3,3,0.8733
100,70,0.8,0.6,3,3,6,0.9567
100,70,0.8,0.6,3,3,9,0.9733
100,70,0.8,0.6,3,5,3,0.8967
100,70,0.8,0.6,3,5,6,0.96
100,70,0.8,0.6,3,5,9,0.9867
100,70,0.8,0.6,3,7,3,0.93
100,70,0.8,0.6,3,7,6,0.96
100,70,0.8,0.6,3,7,9,0.98
100,70,0.8,0.6,5,3,3,0.918
100,70,0.8,0.6,5,3,6,0.962
100,70,0.8,0.6,5,3,9,0.97
100,70,0.8,0.6,5,5,3,0.924
100,70,0.8,0.6,5,5,6,0.968
100,70,0.8,0.6,5,5,9,0.974
100,70,0.8,0.6,5,7,3,0.932
100,70,0.8,0.6,5,7,6,0.982
100,70,0.8,0.6,5,7,9,0.978
100,70,0.8,0.6,7,3,3,0.9071
100,70,0.8,0.6,7,3,6,0.9586
100,70,0.8,0.6,7,3,9,0.9786
100,70,0.8,0.6,7,5,3,0.9314
100,70,0.8,0.6,7,5,6,0.9529
100,70,0.8,0.6,7,5,9,0.9657
100,70,0.8,0.6,7,7,3,0.9486
100,70,0.8,0.6,7,7,6,0.97
100,70,0.8,0.6,7,7,9,0.9629
100,70,0.8,0.6,9,3,3,0.9133
100,70,0.8,0.6,9,3,6,0.9667
100,70,0.8,0.6,9,3,9,0.9778
100,70,0.8,0.6,9,5,3,0.9178
100,70,0.8,0.6,9,5,6,0.9544
100,70,0.8,0.6,9,5,9,0.9656
100,70,0.8,0.6,9,7,3,0.9378
100,70,0.8,0.6,9,7,6,0.9644
100,70,0.8,0.6,9,7,9,0.9833
100,70,0.8,0.8,3,3,3,0.9067
100,70,0.8,0.8,3,3,6,0.9167
100,70,0.8,0.8,3,3,9,0.9733
100,70,0.8,0.8,3,5,3,0.9467
100,70,0.8,0.8,3,5,6,0.9667
100,70,0.8,0.8,3,5,9,0.9667
100,70,0.8,0.8,3,7,3,0.9333
100,70,0.8,0.8,3,7,6,0.9567
100,70,0.8,0.8,3,7,9,0.9867
100,70,0.8,0.8,5,3,3,0.888
100,70,0.8,0.8,5,3,6,0.94
100,70,0.8,0.8,5,3,9,0.962
100,70,0.8,0.8,5,5,3,0.918
100,70,0.8,0.8,5,5,6,0.938
100,70,0.8,0.8,5,5,9,0.982
100,70,0.8,0.8,5,7,3,0.936
100,70,0.8,0.8,5,7,6,0.968
100,70,0.8,0.8,5,7,9,0.98
100,70,0.8,0.8,7,3,3,0.86
100,70,0.8,0.8,7,3,6,0.9371
100,70,0.8,0.8,7,3,9,0.9714
100,70,0.8,0.8,7,5,3,0.92
100,70,0.8,0.8,7,5,6,0.9757
100,70,0.8,0.8,7,5,9,0.9629
100,70,0.8,0.8,7,7,3,0.9329
100,70,0.8,0.8,7,7,6,0.9643
100,70,0.8,0.8,7,7,9,0.9829
100,70,0.8,0.8,9,3,3,0.0
100,70,0.8,0.8,9,3,6,0.9333
100,70,0.8,0.8,9,3,9,0.97
100,70,0.8,0.8,9,5,3,0.9089
100,70,0.8,0.8,9,5,6,0.9567
100,70,0.8,0.8,9,5,9,0.97
100,70,0.8,0.8,9,7,3,0.9422
100,70,0.8,0.8,9,7,6,0.9722
100,70,0.8,0.8,9,7,9,0.98
100,80,0.2,0.2,3,3,3,0.9167
100,80,0.2,0.2,3,3,6,0.9733
100,80,0.2,0.2,3,3,9,0.97
100,80,0.2,0.2,3,5,3,0.9267
100,80,0.2,0.2,3,5,6,0.9833
100,80,0.2,0.2,3,5,9,0.9733
100,80,0.2,0.2,3,7,3,0.91
100,80,0.2,0.2,3,7,6,0.9733
100,80,0.2,0.2,3,7,9,0.98
100,80,0.2,0.2,5,3,3,0.97
100,80,0.2,0.2,5,3,6,0.96
100,80,0.2,0.2,5,3,9,0.976
100,80,0.2,0.2,5,5,3,0.944
100,80,0.2,0.2,5,5,6,0.982
100,80,0.2,0.2,5,5,9,0.978
100,80,0.2,0.2,5,7,3,0.96
100,80,0.2,0.2,5,7,6,0.966
100,80,0.2,0.2,5,7,9,0.98
100,80,0.2,0.2,7,3,3,0.9286
100,80,0.2,0.2,7,3,6,0.9629
100,80,0.2,0.2,7,3,9,0.9729
100,80,0.2,0.2,7,5,3,0.9429
100,80,0.2,0.2,7,5,6,0.9729
100,80,0.2,0.2,7,5,9,0.9786
100,80,0.2,0.2,7,7,3,0.9714
100,80,0.2,0.2,7,7,6,0.9643
100,80,0.2,0.2,7,7,9,0.9857
100,80,0.2,0.2,9,3,3,0.9322
100,80,0.2,0.2,9,3,6,0.9533
100,80,0.2,0.2,9,3,9,0.9767
100,80,0.2,0.2,9,5,3,0.9444
100,80,0.2,0.2,9,5,6,0.9756
100,80,0.2,0.2,9,5,9,0.9856
100,80,0.2,0.2,9,7,3,0.9544
100,80,0.2,0.2,9,7,6,0.9544
100,80,0.2,0.2,9,7,9,0.98
100,80,0.2,0.4,3,3,3,0.93
100,80,0.2,0.4,3,3,6,0.9567
100,80,0.2,0.4,3,3,9,0.9767
100,80,0.2,0.4,3,5,3,0.9267
100,80,0.2,0.4,3,5,6,0.95
100,80,0.2,0.4,3,5,9,0.9733
100,80,0.2,0.4,3,7,3,0.97
100,80,0.2,0.4,3,7,6,0.9767
100,80,0.2,0.4,3,7,9,0.98
100,80,0.2,0.4,5,3,3,0.94
100,80,0.2,0.4,5,3,6,0.934
100,80,0.2,0.4,5,3,9,0.974
100,80,0.2,0.4,5,5,3,0.914
100,80,0.2,0.4,5,5,6,0.976
100,80,0.2,0.4,5,5,9,0.986
100,80,0.2,0.4,5,7,3,0.96
100,80,0.2,0.4,5,7,6,0.962
100,80,0.2,0.4,5,7,9,0.984
100,80,0.2,0.4,7,3,3,0.9171
100,80,0.2,0.4,7,3,6,0.9529
100,80,0.2,0.4,7,3,9,0.9743
100,80,0.2,0.4,7,5,3,0.9343
100,80,0.2,0.4,7,5,6,0.9657
100,80,0.2,0.4,7,5,9,0.9871
100,80,0.2,0.4,7,7,3,0.9529
100,80,0.2,0.4,7,7,6,0.9829
100,80,0.2,0.4,7,7,9,0.9757
100,80,0.2,0.4,9,3,3,0.9244
100,80,0.2,0.4,9,3,6,0.9678
100,80,0.2,0.4,9,3,9,0.9711
100,80,0.2,0.4,9,5,3,0.9411
100,80,0.2,0.4,9,5,6,0.9722
100,80,0.2,0.4,9,5,9,0.9811
100,80,0.2,0.4,9,7,3,0.96
100,80,0.2,0.4,9,7,6,0.9767
100,80,0.2,0.4,9,7,9,0.9778
100,80,0.2,0.6,3,3,3,0.9267
100,80,0.2,0.6,3,3,6,0.9567
100,80,0.2,0.6,3,3,9,0.9767
100,80,0.2,0.6,3,5,3,0.93
100,80,0.2,0.6,3,5,6,0.9467
100,80,0.2,0.6,3,5,9,0.99
100,80,0.2,0.6,3,7,3,0.93
100,80,0.2,0.6,3,7,6,0.99
100,80,0.2,0.6,3,7,9,0.99
100,80,0.2,0.6,5,3,3,0.918
100,80,0.2,0.6,5,3,6,0.972
100,80,0.2,0.6,5,3,9,0.966
100,80,0.2,0.6,5,5,3,0.956
100,80,0.2,0.6,5,5,6,0.966
100,80,0.2,0.6,5,5,9,0.98
100,80,0.2,0.6,5,7,3,0.946
100,80,0.2,0.6,5,7,6,0.96
100,80,0.2,0.6,5,7,9,0.986
100,80,0.2,0.6,7,3,3,0.9286
100,80,0.2,0.6,7,3,6,0.97
100,80,0.2,0.6,7,3,9,0.9829
100,80,0.2,0.6,7,5,3,0.92
100,80,0.2,0.6,7,5,6,0.9757
100,80,0.2,0.6,7,5,9,0.9771
100,80,0.2,0.6,7,7,3,0.9471
100,80,0.2,0.6,7,7,6,0.98
100,80,0.2,0.6,7,7,9,0.9871
100,80,0.2,0.6,9,3,3,0.9244
100,80,0.2,0.6,9,3,6,0.9644
100,80,0.2,0.6,9,3,9,0.9756
100,80,0.2,0.6,9,5,3,0.9444
100,80,0.2,0.6,9,5,6,0.9656
100,80,0.2,0.6,9,5,9,0.9678
100,80,0.2,0.6,9,7,3,0.9622
100,80,0.2,0.6,9,7,6,0.9678
100,80,0.2,0.6,9,7,9,0.9756
100,80,0.2,0.8,3,3,3,0.9367
100,80,0.2,0.8,3,3,6,0.9367
100,80,0.2,0.8,3,3,9,0.9567
100,80,0.2,0.8,3,5,3,0.8967
100,80,0.2,0.8,3,5,6,0.9667
100,80,0.2,0.8,3,5,9,0.9867
100,80,0.2,0.8,3,7,3,0.9533
100,80,0.2,0.8,3,7,6,0.98
100,80,0.2,0.8,3,7,9,0.9733
100,80,0.2,0.8,5,3,3,0.912
100,80,0.2,0.8,5,3,6,0.942
100,80,0.2,0.8,5,3,9,0.976
100,80,0.2,0.8,5,5,3,0.938
100,80,0.2,0.8,5,5,6,0.944
100,80,0.2,0.8,5,5,9,0.968
100,80,0.2,0.8,5,7,3,0.918
100,80,0.2,0.8,5,7,6,0.95
100,80,0.2,0.8,5,7,9,0.962
100,80,0.2,0.8,7,3,3,0.9143
100,80,0.2,0.8,7,3,6,0.96
100,80,0.2,0.8,7,3,9,0.97
100,80,0.2,0.8,7,5,3,0.9029
100,80,0.2,0.8,7,5,6,0.9729
100,80,0.2,0.8,7,5,9,0.9729
100,80,0.2,0.8,7,7,3,0.9443
100,80,0.2,0.8,7,7,6,0.9629
100,80,0.2,0.8,7,7,9,0.9829
100,80,0.2,0.8,9,3,3,0.9178
100,80,0.2,0.8,9,3,6,0.9544
100,80,0.2,0.8,9,3,9,0.9578
100,80,0.2,0.8,9,5,3,0.9267
100,80,0.2,0.8,9,5,6,0.9578
100,80,0.2,0.8,9,5,9,0.9778
100,80,0.2,0.8,9,7,3,0.9389
100,80,0.2,0.8,9,7,6,0.9811
100,80,0.2,0.8,9,7,9,0.9789
100,80,0.4,0.2,3,3,3,0.93
100,80,0.4,0.2,3,3,6,0.9367
100,80,0.4,0.2,3,3,9,0.98
100,80,0.4,0.2,3,5,3,0.9333
